SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,DRESSED WT (lb),SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,357037,,M,40.859,-71.684,,8,24,2013,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,U,REC,RR,,,357037,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356933,,M,40.384,-72.994,,7,18,2013,121.9,EST,,,137.2,EST,,,,,juv,29.5,KG,EST,29.5,,F,REC,RR,,,356933,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,356931,,M,38.203,-74.293,,5,31,2014,163.4,EST,,,177.8,EST,,,,,juv,53.3,KG,EST,53.3,,U,REC,RR,,,356931,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356931,,M,40.399,-73.031,,7,16,2013,106.7,EST,,,121.9,EST,,,,,neo,20.4,KG,EST,20.4,,U,REC,RR,,,356931,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356927,,M,40.331,-72.923,,9,15,2013,88.9,EST,,,99.1,EST,,,,,neo,8.2,KG,EST,8.2,,F,REC,RR,,,356927,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356925,,M,40.360,-72.981,,7,24,2013,61.0,EST,,,76.2,EST,,,,,neo,11.3,KG,EST,11.3,,F,REC,RR,,,356925,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356903,,M,40.579,-72.391,,7,18,2014,97.4,EST,,,106.7,EST,,,,,neo,13.6,KG,EST,13.6,,F,REC,RR,,,356903,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356880,,M,40.433,-72.850,,7,28,2013,119.4,MEAS,,,130.4,CALC,,,,,juv,17.5,KG,CALC,17.5,,U,REC,RR,,,356880,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356865,,M,40.581,-72.545,,7,7,2013,83.2,EST,,,91.4,EST,,,,,neo,22.7,KG,EST,22.7,,U,REC,RR,,,356865,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356863,,M,40.288,-73.266,,6,23,2014,111.5,EST,,,121.9,EST,,,,,juv,29.5,KG,EST,29.5,,F,REC,RR,,,356863,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356861,,M,40.045,-73.488,,6,27,2014,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,F,REC,RR,,,356861,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,356860,,M,40.943,-71.350,,7,12,2014,139.8,EST,,,152.4,EST,,,,,juv,36.3,KG,EST,36.3,,M,REC,RR,,,356860,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356860,,M,40.045,-73.488,,6,27,2014,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,M,REC,RR,,,356860,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,356855,,M,38.500,-73.117,,11,17,2013,128.0,MEAS,,,139.7,MEAS,,,,,juv,19.5,KG,MEAS,19.5,,F,COM,LL,,,356855,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356855,,M,39.501,-72.268,,8,18,2013,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,F,REC,RR,,,356855,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356834,,M,40.506,-72.848,,9,29,2014,91.4,EST,,,101.5,EST,,,,,neo,11.3,KG,EST,11.3,,M,REC,RR,,,356834,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356639,,M,39.750,-73.400,,6,29,2013,83.2,EST,,,91.4,EST,,,,,neo,5.6,KG,CALC,5.6,,F,REC,RR,,,356639,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356507,,M,40.583,-72.516,,8,25,2013,91.4,EST,,,106.7,EST,,,,,neo,7.6,KG,CALC,7.6,,F,REC,RR,,,356507,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356290,,M,40.116,-73.595,,6,16,2013,154.0,EST,,,167.6,EST,,,,,juv,56.7,KG,EST,56.7,,U,REC,RR,,,356290,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356239,,M,40.300,-73.266,,6,21,2014,121.9,EST,,,137.2,EST,,,,,juv,27.2,KG,EST,27.2,,U,REC,RR,,,356239,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356235,,M,40.377,-73.008,,8,1,2013,106.7,EST,,,121.9,EST,,,,,neo,27.2,KG,EST,27.2,,U,REC,RR,,,356235,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356234,,M,40.377,-73.008,,8,1,2013,152.4,EST,,,167.6,EST,,,,,juv,49.9,KG,EST,49.9,,U,REC,RR,,,356234,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356134,,M,40.005,-73.112,,6,22,2013,137.2,EST,,,147.3,EST,,,,,juv,29.5,KG,EST,29.5,,U,REC,RR,,,356134,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356129,,M,39.106,-73.688,,6,20,2014,154.9,EST,,,167.6,EST,,,,,juv,40.8,KG,EST,40.8,,F,REC,RR,,,356129,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356098,,M,40.917,-71.279,,10,3,2013,125.7,EST,,,137.2,EST,,,,,juv,45.4,KG,EST,45.4,,F,REC,RR,,,356098,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356091,,M,40.733,-71.000,,7,12,2014,125.7,EST,,,137.2,EST,,,,,juv,34.0,KG,EST,34.0,,U,REC,RR,,,356091,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356078,,M,40.763,-71.450,,7,7,2013,154.0,EST,,,167.6,EST,,,,,juv,45.4,KG,EST,45.4,,F,REC,RR,,,356078,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356016,,M,38.950,-73.900,,6,25,2013,142.2,EST,,,155.0,CALC,,,,,juv,30.3,KG,CALC,30.3,,U,REC,RR,,,356016,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,356015,,M,38.233,-73.833,,6,7,2014,116.2,EST,,,127.0,EST,,,,,juv,16.1,KG,CALC,16.1,,U,REC,RR,,,356015,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355868,,M,40.813,-71.743,,7,27,2013,111.5,EST,,,121.9,EST,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,355868,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,355868,,M,41.067,-70.883,,8,30,2013,104.4,EST,,,114.3,EST,,,,,neo,11.5,KG,CALC,11.5,,F,REC,RR,,,355868,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355863,,M,40.808,-71.742,,7,27,2013,111.5,EST,,,121.9,EST,,,,,juv,22.7,KG,EST,22.7,,U,REC,RR,,,355863,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355862,,M,40.811,-71.745,,7,27,2013,125.7,EST,,,137.2,EST,,,,,juv,29.5,KG,EST,29.5,,F,REC,RR,,,355862,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355820,,M,40.746,-71.516,,7,26,2014,83.2,EST,,,91.4,EST,,,,,neo,5.6,KG,CALC,5.6,,U,REC,RR,,,355820,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355818,,M,40.738,-71.518,,7,26,2014,83.2,EST,,,91.4,EST,,,,,neo,5.6,KG,CALC,5.6,,U,REC,RR,,,355818,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355789,,M,41.092,-71.261,,7,14,2013,81.3,EST,,,89.4,CALC,,,,,neo,9.1,KG,EST,9.1,,U,REC,RR,,,355789,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,355459,,M,39.883,-72.645,,6,21,2014,162.6,MEAS,,,176.9,CALC,,,,,juv,66.2,KG,MEAS,66.2,,U,REC,RR,,,355459,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355459,,M,40.735,-72.250,,7,29,2013,101.6,EST,,,111.3,CALC,,,,,neo,25.0,KG,EST,25.0,,U,REC,RR,,,355459,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355458,,M,40.726,-72.231,,7,29,2013,104.4,EST,,,114.3,EST,,,,,neo,22.7,KG,EST,22.7,,F,REC,RR,,,355458,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,355457,,M,41.098,-71.561,,8,12,2014,165.8,EST,,,180.3,EST,,,,,juv,49.0,KG,CALC,49.0,,M,REC,RR,,,355457,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355457,,M,40.726,-72.231,,7,29,2013,116.2,EST,,,127.0,EST,,,,,juv,36.3,KG,EST,36.3,,M,REC,RR,,,355457,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355270,,M,38.000,-74.750,,6,3,2014,104.1,MEAS,,,114.0,CALC,,,,,neo,11.3,KG,EST,11.3,,F,REC,RR,,,355270,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355254,,M,40.858,-71.381,,8,2,2013,83.8,EST,,,91.4,EST,,,,,neo,9.1,KG,EST,9.1,,U,REC,RR,,,355254,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,355250,,M,40.858,-71.381,,8,2,2013,91.4,EST,,,104.1,EST,,,,,neo,13.6,KG,EST,13.6,,U,REC,RR,,,355250,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354884,,M,38.033,-74.500,,5,28,2013,172.7,MEAS,,,185.4,MEAS,,,,,juv,59.0,KG,EST,59.0,,M,REC,RR,,,354884,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,354883,,M,43.840,-48.502,,8,14,2013,209.0,EST,,,226.9,CALC,,,,,juv,101.5,KG,CALC,101.5,,M,OBS,LL,,,354883,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354883,,M,38.067,-74.483,,5,28,2013,198.1,MEAS,,,228.6,MEAS,,,,,juv,79.4,KG,EST,79.4,,M,REC,RR,,,354883,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354674,,M,42.100,-44.333,,6,13,2014,72.0,MEAS,,,79.4,CALC,,,,,neo,3.6,KG,CALC,3.6,,M,COM,LL,,,354674,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354672,,M,42.050,-43.617,,6,9,2014,85.0,MEAS,,,93.4,CALC,,,,,neo,6.0,KG,CALC,6.0,,M,COM,LL,,,354672,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354671,,M,42.133,-44.017,,6,8,2014,85.0,MEAS,,,93.4,CALC,,,,,neo,6.0,KG,CALC,6.0,,M,COM,LL,,,354671,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354582,,M,-35.790,-52.238,,6,8,2013,145.0,MEAS,,,158.0,CALC,,,,,juv,32.2,KG,CALC,32.2,,M,BIO,LL,,,354582,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354243,,M,40.796,-72.380,,7,29,2014,146.9,MEAS,,,160.0,MEAS,,,,,juv,36.3,KG,EST,36.3,,F,BIO,RR,,,354243,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354240,,M,40.710,-72.301,,7,31,2013,154.9,MEAS,,,177.8,MEAS,,,,,juv,59.0,KG,EST,59.0,,F,BIO,RR,,,354240,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354231,,M,40.749,-72.357,,8,11,2014,121.0,MEAS,,,129.0,MEAS,,,,,juv,18.2,KG,CALC,18.2,,M,BIO,RR,,,354231,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354186,,M,40.116,-73.595,,7,2,2013,198.1,EST,,,225.6,EST,,,,,juv,85.7,KG,EST,85.7,,M,REC,RR,,,354186,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,354156,,M,38.700,-73.400,,11,11,2014,98.4,EST,,,107.8,CALC,,,,,neo,9.5,KG,EST,9.5,,F,COM,LL,,,354156,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354156,,M,40.723,-72.431,,8,8,2014,73.7,EST,,,88.9,EST,,,,,neo,5.9,KG,EST,5.9,,F,REC,RR,,,354156,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354154,,M,40.724,-72.431,,8,8,2014,132.7,EST,,,144.8,EST,,,,,juv,24.4,KG,CALC,24.4,,F,REC,RR,,,354154,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354059,,M,40.514,-72.370,,6,16,2012,147.3,EST,,,160.5,CALC,,,,,juv,40.8,KG,EST,40.8,,U,REC,RR,,,354059,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354056,,M,40.934,-71.657,,7,6,2012,87.9,EST,,,96.5,EST,,,,,neo,11.3,KG,EST,11.3,,U,REC,RR,,,354056,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,354054,,M,40.934,-71.657,,7,6,2012,116.2,EST,,,127.0,EST,,,,,juv,25.0,KG,EST,25.0,,M,REC,RR,,,354054,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,353875,,M,40.915,-71.722,,7,12,2014,125.7,EST,,,137.2,EST,,,,,juv,40.8,KG,EST,40.8,,U,REC,RR,,,353875,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,353841,,M,39.878,-72.769,,6,15,2012,139.8,EST,,,152.4,EST,,,,,juv,45.4,KG,EST,45.4,,F,REC,RR,,,353841,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,353479,,M,38.083,-74.450,,5,27,2013,165.1,MEAS,,,190.5,MEAS,,,,,juv,63.5,KG,EST,63.5,,M,REC,RR,,,353479,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,353478,,M,38.033,-74.517,,5,28,2013,175.3,MEAS,,,188.0,MEAS,,,,,juv,61.2,KG,EST,61.2,,F,REC,RR,,,353478,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,353470,,M,38.033,-74.500,,5,31,2013,154.9,MEAS,,,170.2,MEAS,,,,,juv,31.8,KG,EST,31.8,,M,REC,RR,,,353470,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,353214,,M,40.967,-70.283,,8,10,2014,168.1,EST,,,182.9,EST,,,,,juv,45.4,KG,EST,45.4,,F,REC,RR,,,353214,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,352990,,M,41.047,-70.546,,9,5,2014,172.8,EST,,,188.0,EST,,,,,juv,99.8,KG,EST,99.8,,F,REC,RR,,,352990,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352990,,M,41.042,-70.675,,8,9,2014,157.5,EST,,,182.9,EST,,,,,juv,90.7,KG,EST,90.7,,F,REC,RR,,,352990,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352885,,M,40.333,-73.137,,7,11,2014,154.0,EST,,,167.6,EST,,,,,juv,40.8,KG,EST,40.8,,F,REC,RR,,,352885,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,352847,,M,36.200,-6.782,,11,19,2013,104.0,MEAS,,,113.8,CALC,,,,,neo,12.8,KG,EST,12.8,,M,OBS,LL,,,352847,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352847,,M,37.014,-8.654,,8,16,2013,91.2,EST,,,100.0,EST,,,,,neo,7.5,KG,CALC,7.5,,M,REC,RR,,,352847,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352846,,M,37.014,-8.668,,8,16,2013,91.2,EST,,,100.0,EST,,,,,neo,7.5,KG,CALC,7.5,,M,REC,RR,,,352846,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352845,,M,36.992,-8.522,,9,16,2013,137.6,EST,,,150.0,EST,,,,,juv,27.3,KG,CALC,27.3,,U,REC,RR,,,352845,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352768,,M,41.133,-71.317,,7,25,2014,106.7,EST,,,121.9,EST,,,,,neo,22.7,KG,EST,22.7,,U,REC,RR,,,352768,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352523,,M,30.378,-86.862,,11,12,2013,201.1,MEAS,,,218.4,MEAS,,,,,juv,90.0,KG,CALC,90.0,,F,REC,RR,,,352523,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352429,,M,45.218,-47.708,,9,17,2012,99.1,EST,,,108.5,CALC,,,,,neo,9.7,KG,CALC,9.7,,U,BIO,LL,,,352429,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352428,,M,45.218,-47.708,,9,17,2012,205.7,EST,,,223.4,CALC,,,,,juv,136.1,KG,EST,136.1,,F,BIO,LL,,,352428,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352418,,M,45.381,-47.398,,9,16,2012,106.7,EST,,,116.7,CALC,,,,,neo,12.3,KG,CALC,12.3,,U,BIO,LL,,,352418,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352413,,M,45.368,-47.356,,9,16,2012,243.8,EST,,,264.4,CALC,,,,,juv,164.7,KG,CALC,164.7,,U,BIO,LL,,,352413,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352409,,M,45.335,-47.198,,9,15,2012,121.9,EST,,,133.1,CALC,,,,,juv,18.7,KG,CALC,18.7,,M,BIO,LL,,,352409,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352400,,M,44.240,-48.630,,9,13,2012,97.0,MEAS,,,106.3,CALC,,,,,neo,9.1,KG,CALC,9.1,,M,BIO,LL,,,352400,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352387,,M,44.452,-48.250,,9,12,2012,152.4,EST,,,166.0,CALC,,,,,juv,37.6,KG,CALC,37.6,,M,BIO,LL,,,352387,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352386,,M,44.470,-48.236,,9,12,2012,129.8,MEAS,,,141.6,CALC,,,,,juv,22.7,KG,CALC,22.7,,M,BIO,LL,,,352386,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352382,,M,44.357,-48.418,,9,10,2012,167.6,EST,,,182.4,CALC,,,,,juv,50.8,KG,CALC,50.8,,F,BIO,LL,,,352382,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,352382,,M,34.283,-42.900,,4,16,2013,166.0,MEAS,,,180.6,CALC,,,,,juv,49.2,KG,CALC,49.2,,F,COM,LL,,,352382,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352381,,M,44.456,-48.361,,9,9,2012,93.0,MEAS,,,102.0,CALC,,,,,neo,8.0,KG,CALC,8.0,,F,BIO,LL,,,352381,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352380,,M,44.531,-48.310,,9,9,2012,137.2,EST,,,149.5,CALC,,,,,juv,27.0,KG,CALC,27.0,,U,BIO,LL,,,352380,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352376,,M,44.673,-48.270,,9,9,2012,123.0,MEAS,,,134.3,CALC,,,,,juv,19.2,KG,CALC,19.2,,M,BIO,LL,,,352376,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352374,,M,44.285,-48.427,,9,8,2012,90.8,MEAS,,,99.6,CALC,,,,,neo,7.4,KG,CALC,7.4,,M,BIO,LL,,,352374,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352372,,M,44.285,-48.427,,9,8,2012,167.6,EST,,,182.4,CALC,,,,,juv,50.8,KG,CALC,50.8,,M,BIO,LL,,,352372,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352369,,M,44.395,-48.377,,9,8,2012,82.4,MEAS,,,90.6,CALC,,,,,neo,5.5,KG,CALC,5.5,,M,BIO,LL,,,352369,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352368,,M,44.413,-48.372,,9,8,2012,167.6,EST,,,182.4,CALC,,,,,juv,50.8,KG,CALC,50.8,,M,BIO,LL,,,352368,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352366,,M,44.250,-48.548,,9,7,2012,121.9,EST,,,133.1,CALC,,,,,juv,18.7,KG,CALC,18.7,,F,BIO,LL,,,352366,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,352365,,M,37.833,-45.367,,4,22,2013,212.0,MEAS,,,230.1,CALC,,,,,juv,106.2,KG,CALC,106.2,,M,COM,LL,,,352365,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352365,,M,44.250,-48.548,,9,7,2012,198.1,EST,,,215.2,CALC,,,,,juv,85.8,KG,CALC,85.8,,M,BIO,LL,,,352365,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352358,,M,44.317,-48.500,,9,7,2012,83.7,MEAS,,,92.0,CALC,,,,,neo,5.7,KG,CALC,5.7,,F,BIO,LL,,,352358,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352356,,M,44.365,-48.470,,9,7,2012,123.0,MEAS,,,134.3,CALC,,,,,juv,19.2,KG,CALC,19.2,,F,BIO,LL,,,352356,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,352355,,M,40.000,-50.417,,5,3,2013,125.0,MEAS,,,136.5,CALC,,,,,juv,24.0,KG,EST,24.0,,F,COM,LL,,,352355,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352355,,M,44.437,-48.500,,9,7,2012,90.0,EST,,,98.8,CALC,,,,,neo,7.2,KG,CALC,7.2,,F,BIO,LL,,,352355,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352345,,M,44.593,-48.427,,9,6,2012,121.9,EST,,,133.1,CALC,,,,,juv,18.7,KG,CALC,18.7,,U,BIO,LL,,,352345,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352341,,M,44.630,-48.417,,9,6,2012,100.0,EST,,,109.5,CALC,,,,,neo,10.0,KG,CALC,10.0,,U,BIO,LL,,,352341,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,352337,,M,38.067,-40.233,,12,18,2012,135.0,MEAS,,,147.2,CALC,,,,,juv,25.7,KG,CALC,25.7,,F,COM,LL,,,352337,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352337,,M,44.425,-48.348,,9,5,2012,90.0,EST,,,98.8,CALC,,,,,neo,7.2,KG,CALC,7.2,,F,BIO,LL,,,352337,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352331,,M,44.698,-48.328,,9,5,2012,145.0,EST,,,158.0,CALC,,,,,juv,32.2,KG,CALC,32.2,,F,BIO,LL,,,352331,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352328,,M,44.335,-48.485,,9,4,2012,167.6,EST,,,182.4,CALC,,,,,juv,50.8,KG,CALC,50.8,,F,BIO,LL,,,352328,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352324,,M,44.530,-48.406,,9,4,2012,152.4,EST,,,166.0,CALC,,,,,juv,37.6,KG,CALC,37.6,,M,BIO,LL,,,352324,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352319,,M,44.688,-48.381,,9,4,2012,152.4,EST,,,166.0,CALC,,,,,juv,37.6,KG,CALC,37.6,,M,BIO,LL,,,352319,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352314,,M,44.095,-48.595,,9,3,2012,198.1,EST,,,215.2,CALC,,,,,juv,85.8,KG,CALC,85.8,,F,BIO,LL,,,352314,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352299,,M,44.503,-48.436,,9,3,2012,182.9,EST,,,198.8,CALC,,,,,juv,66.7,KG,CALC,66.7,,M,BIO,LL,,,352299,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352291,,M,44.436,-48.353,,9,2,2012,120.0,EST,,,131.1,CALC,,,,,juv,17.8,KG,CALC,17.8,,F,BIO,LL,,,352291,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,352286,,M,44.490,-48.313,,9,2,2012,182.9,EST,,,198.8,CALC,,,,,juv,66.7,KG,CALC,66.7,,F,BIO,LL,,,352286,SMA_COASTSPAN.xlslx
