SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO, ,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,SL_CM,SL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Carcharhinus limbatus,Blacktip,CSTP,T,,69547, ,,M,30.533,-81.45,8/31/80,8,31,1980,65.1,CALC,,,79,MEAS,,,,,,,juv,,,,,F,REC,RR,,,69547,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69548, ,,M,30.533,-81.45,8/31/80,8,31,1980,62.6,CALC,,,76,MEAS,,,,,,,juv,,,,,F,REC,RR,,,69548,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69577, ,,M,30.4,-81.367,6/27/81,6,27,1981,59.3,CALC,,,72,MEAS,,,,,,,neo,,,,,F,REC,RR,,,69577,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69578, ,,M,30.533,-81.45,8/30/80,8,30,1980,69.3,CALC,,,84,MEAS,,,,,,,juv,,,,,M,REC,RR,,,69578,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69865, ,,M,31.117,-81.417,7/12/80,7,12,1980,66.8,CALC,,,81,EST,,,,,,,juv,,,,,M,REC,RR,,,69865,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69869, ,,M,31.133,-81.367,6/26/82,6,26,1982,48,MEAS,,,58.5,CALC,,,,,,,neo,,,,,F,REC,RR,,,69869,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69870, ,,M,31.133,-81.367,8/15/82,8,15,1982,61,MEAS,,,74.1,CALC,,,,,,,juv,,,,,F,REC,RR,,,69870,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69871, ,,M,31.133,-81.367,8/15/82,8,15,1982,53,MEAS,,,64.5,CALC,,,,,,,neo,,,,,F,REC,RR,,,69871,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69872, ,,M,31.133,-81.367,8/15/82,8,15,1982,61,MEAS,,,74.1,CALC,,,,,,,juv,,,,,M,REC,RR,,,69872,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69873, ,,M,31.133,-81.367,8/15/82,8,15,1982,61,MEAS,,,74.1,CALC,,,,,,,juv,,,,,F,REC,RR,,,69873,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,69874, ,,M,31.133,-81.367,8/15/82,8,15,1982,61,MEAS,,,74.1,CALC,,,,,,,juv,,,,,F,REC,RR,,,69874,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,70890, ,,M,32.6,-80.033,8/20/80,8,20,1980,137,EST,,,164.9,CALC,,,,,,,adu,23,KG,EST,23,F,REC,RR,,,70890,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,70893, ,,M,32.633,-79.85,9/20/80,9,20,1980,94,MEAS,,,113.5,CALC,,,,,,,juv,7,KG,EST,7,F,REC,RR,,,70893,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71055, ,,M,33.5,-78,7/12/83,7,12,1983,164.7,CALC,,,198,EST,,,,,,,adu,57,KG,EST,57,F,REC,RR,,,71055,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71056, ,,M,33.917,-78.017,9/10/83,9,10,1983,54.4,CALC,,,66.1,CALC,,,,,,,neo,2,KG,EST,2,F,REC,RR,,,71056,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71057, ,,M,33.5,-78,5/21/83,5,21,1983,62.6,CALC,,,76,EST,,,,,,,juv,3,KG,EST,3,F,REC,RR,,,71057,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71214, ,,M,30.3,-81.283,7/4/81,7,4,1981,86,MEAS,,,103.9,CALC,,,,,,,juv,2,KG,EST,2,F,REC,RR,,,71214,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71247, ,,M,30.15,-81.333,5/22/82,5,22,1982,132,MEAS,,,158.9,CALC,,,,,,,adu,,,,,M,REC,RR,,,71247,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71263, ,,M,30.417,-81.417,5/3/81,5,3,1981,81.9,CALC,,,99,MEAS,,,,,,,juv,2,KG,EST,2,F,REC,RR,,,71263,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71264, ,,M,30.417,-81.417,5/3/81,5,3,1981,73.5,CALC,,,89,EST,,,,,,,juv,2,KG,EST,2,F,REC,RR,,,71264,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71266, ,,M,30.417,-81.417,5/3/81,5,3,1981,71.8,CALC,,,87,MEAS,,,,,,,juv,2,KG,EST,2,M,REC,RR,,,71266,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71273, ,,M,30.5,-81.367,6/17/82,6,17,1982,101.1,CALC,,,122,EST,,,,,,,juv,,,,,M,REC,RR,,,71273,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71284, ,,M,30.283,-81.333,5/13/84,5,13,1984,79.4,CALC,,,96,MEAS,,,,,,,juv,,,,,F,REC,RR,,,71284,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71286, ,,M,30.283,-81.333,5/20/84,5,20,1984,56.8,CALC,,,69,EST,,,,,,,neo,,,,,F,REC,RR,,,71286,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71294, ,,M,30.233,-81.383,7/31/81,7,31,1981,33.4,CALC,,,41,EST,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,71294,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71295, ,,M,30.283,-81.383,7/20/81,7,20,1981,81.9,CALC,,,99,EST,,,,,,,juv,4,KG,EST,4,F,REC,RR,,,71295,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71477, ,,M,28.2,-80.6,10/29/81,10,29,1981,91,MEAS,,,109.9,CALC,,,,,,,juv,8,KG,EST,8,F,REC,RR,,,71477,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,71636, ,,M,27.3,-78.383,6/25/81,6,25,1981,126.2,CALC,,,152,EST,,,,,,,adu,27,KG,EST,27,U,REC,RR,,,71636,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,72612, ,,M,32.583,-80,6/12/81,6,12,1981,91,MEAS,,,109.9,CALC,,,,,,,juv,5,KG,EST,5,M,REC,RR,,,72612,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,72617, ,,M,32.7,-79.883,8/15/81,8,15,1981,130.4,CALC,,,157,MEAS,,,,,,,adu,27,KG,EST,27,M,REC,RR,,,72617,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74333, ,,M,30.4,-81.367,6/29/85,6,29,1985,81,MEAS,,,98,CALC,,,,,,,juv,,,,,M,REC,RR,,,74333,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74352, ,,M,30.15,-81.333,5/14/83,5,14,1983,149,MEAS,,,179.3,CALC,,,,,,,adu,,,,,M,REC,RR,,,74352,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74353, ,,M,30,-81.25,5/3/83,5,3,1983,175.5,CALC,,,211,MEAS,,,,,,,adu,,,,,F,REC,RR,,,74353,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74362, ,,M,30.4,-81.367,5/26/85,5,26,1985,53,EST,,,64.5,CALC,,,,,,,neo,,,,,M,REC,RR,,,74362,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74364, ,,M,30.4,-81.367,5/26/85,5,26,1985,53,EST,,,64.5,CALC,,,,,,,neo,,,,,U,REC,RR,,,74364,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74365, ,,M,30.4,-81.367,5/26/85,5,26,1985,56,MEAS,,,68.1,CALC,,,,,,,neo,,,,,F,REC,RR,,,74365,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74382, ,,M,28,-80.533,4/3/83,4,3,1983,88.6,CALC,,,107,EST,,,,,,,juv,,,,,M,REC,RR,,,74382,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74389, ,,M,28,-80.533,4/3/83,4,3,1983,75.2,CALC,,,91,EST,,,,,,,juv,3,KG,EST,3,F,REC,RR,,,74389,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,74927, ,,M,36.583,-75.733,9/13/81,9,13,1981,109,MEAS,,,131.4,CALC,,,,,,,juv,,,,,M,REC,RR,,,74927,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,75542, ,,M,30.983,-81.35,8/7/82,8,7,1982,71,CALC,,,86,EST,,,,,,,juv,5,KG,EST,5,U,REC,RR,,,75542,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,75543, ,,M,31,-81.417,8/7/82,8,7,1982,62.6,CALC,,,76,EST,,,,,,,juv,7,KG,EST,7,M,REC,RR,,,75543,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76519, ,,M,29.917,-81.25,6/13/81,6,13,1981,50.1,CALC,,,61,EST,,,,,,,neo,,,,,M,REC,RR,,,76519,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76522, ,,M,30.4,-81.367,9/5/81,9,5,1981,45.9,CALC,,,56,MEAS,,,,,,,neo,,,,,F,REC,RR,,,76522,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76528, ,,M,30.4,-81.4,5/3/81,5,3,1981,81.9,CALC,,,99,EST,,,,,,,juv,3,KG,EST,3,F,REC,RR,,,76528,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76529, ,,M,30.533,-81.45,5/3/81,5,3,1981,74,MEAS,,,89.6,CALC,,,,,,,juv,4,KG,EST,4,F,REC,RR,,,76529,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76532, ,,M,30.233,-81.383,7/30/81,7,30,1981,37.5,CALC,,,46,EST,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,76532,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76536, ,,M,30.283,-81.383,7/20/81,7,20,1981,41.7,CALC,,,51,EST,,,,,,,neo,2,KG,EST,2,M,REC,RR,,,76536,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76542, ,,M,30.15,-81.333,6/5/81,6,5,1981,175.5,CALC,,,211,MEAS,,,,,,,adu,37,KG,EST,37,M,REC,RR,,,76542,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76543, ,,M,30.033,-81.317,6/5/81,6,5,1981,130,MEAS,,,156.5,CALC,,,,,,,adu,,,,,F,REC,RR,,,76543,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76727, ,,M,30.283,-81.383,7/21/81,7,21,1981,41.7,CALC,,,51,EST,,,,,,,neo,1,KG,EST,1,M,REC,RR,,,76727,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76728, ,,M,30.283,-81.383,7/21/81,7,21,1981,56.8,CALC,,,69,EST,,,,,,,neo,2,KG,EST,2,M,REC,RR,,,76728,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76731, ,,M,30.283,-81.383,7/22/81,7,22,1981,62.6,CALC,,,76,EST,,,,,,,juv,2,KG,EST,2,M,REC,RR,,,76731,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76732, ,,M,30.283,-81.383,7/22/81,7,22,1981,52.6,CALC,,,64,EST,,,,,,,neo,2,KG,EST,2,F,REC,RR,,,76732,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76754, ,,M,30.517,-81.183,7/4/81,7,4,1981,56.8,CALC,,,69,EST,,,,,,,neo,3,KG,EST,3,F,REC,RR,,,76754,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76763, ,,M,29.917,-81.3,5/15/82,5,15,1982,77.7,CALC,,,94,MEAS,,,,,,,juv,2,KG,EST,2,F,REC,RR,,,76763,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76795, ,,M,30.283,-81.383,7/5/81,7,5,1981,94.4,CALC,,,114,MEAS,,,,,,,juv,,,,,F,REC,RR,,,76795,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,76988, ,,M,26.05,-80.1,12/27/81,12,27,1981,50.1,CALC,,,61,EST,,,,,,,neo,1,KG,EST,1,F,REC,RR,,,76988,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79572, ,,M,27.167,-79.95,9/20/81,9,20,1981,139.6,CALC,,,168,EST,,,,,,,adu,27,KG,EST,27,F,REC,RR,,,79572,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79600, ,,M,30.233,-81.383,9/13/82,9,13,1982,94,MEAS,,,113.5,CALC,,,,,,,juv,,,,,F,REC,RR,,,79600,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79608, ,,M,30.233,-81.383,10/3/82,10,3,1982,51.8,CALC,,,63,MEAS,,,,,,,neo,2,KG,EST,2,F,REC,RR,,,79608,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79623, ,,M,30.15,-81.333,6/3/85,6,3,1985,88.6,CALC,,,107,EST,,,,,,,juv,,,,,M,REC,RR,,,79623,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79627, ,,M,30.233,-81.383,8/20/81,8,20,1981,112,MEAS,,,135,CALC,,,,,,,juv,,,,,F,REC,RR,,,79627,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79628, ,,M,30.233,-81.383,8/20/81,8,20,1981,81,MEAS,,,98,CALC,,,,,,,juv,,,,,F,REC,RR,,,79628,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79630, ,,M,30.233,-81.383,7/30/81,7,30,1981,41.7,CALC,,,51,EST,,,,,,,neo,,,,,F,REC,RR,,,79630,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79631, ,,M,29.917,-80.833,3/19/82,3,19,1982,75.2,CALC,,,91,EST,,,,,,,juv,,,,,F,REC,RR,,,79631,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79632, ,,M,29.917,-80.833,3/19/82,3,19,1982,75.2,CALC,,,91,EST,,,,,,,juv,,,,,F,REC,RR,,,79632,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,R,,79917,duplicate,,M,27.667,-80.333,3/17/86,3,17,1986,119,MEAS,,,143.4,CALC,,,,,,,juv,,,,,M,COM,DRIFT NET,,,79917,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79917,duplicate,,M,32.717,-79.9,9/5/81,9,5,1981,114,MEAS,,,140,MEAS,,,,,,,juv,21,KG,EST,21,M,REC,RR,,,79917,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,79921, ,,M,32.717,-79.9,8/11/81,8,11,1981,102,EST,,,123.1,CALC,,,,,,,juv,14,KG,EST,14,U,REC,RR,,,79921,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81337, ,,M,35.267,-75.517,7/5/85,7,5,1985,99,MEAS,,,119.5,CALC,,,,,,,juv,9,KG,EST,9,F,REC,RR,,,81337,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81339, ,,M,35.267,-75.517,7/5/85,7,5,1985,109,MEAS,,,131.4,CALC,,,,,,,juv,19,KG,EST,19,F,REC,RR,,,81339,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81611, ,,M,26.142,-80.065,10/1/81,10,1,1981,117,MEAS,,,141,CALC,,,,,,,juv,16,KG,EST,16,F,REC,RR,,,81611,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81613, ,,M,26.117,-80.117,10/22/81,10,22,1981,122,EST,,,147,CALC,,,,,,,juv,20,KG,EST,20,U,REC,RR,,,81613,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81614, ,,M,26.142,-80.065,10/26/81,10,26,1981,126.2,CALC,,,152,EST,,,,,,,adu,18,KG,EST,18,F,REC,RR,,,81614,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81617, ,,M,26.117,-80.117,11/26/81,11,26,1981,50.1,CALC,,,61,EST,,,,,,,neo,4,KG,EST,4,F,REC,RR,,,81617,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81619, ,,M,26.142,-80.065,1/13/82,1,13,1982,126.2,CALC,,,152,EST,,,,,,,adu,18,KG,EST,18,F,REC,RR,,,81619,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81789, ,,M,32.583,-80,7/5/82,7,5,1982,152.1,CALC,,,183,MEAS,,,,,,,adu,41,KG,EST,41,F,REC,RR,,,81789,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81851, ,,M,32.617,-80,9/22/81,9,22,1981,107,EST,,,129,CALC,,,,,,,juv,18,KG,EST,18,F,REC,RR,,,81851,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,81855, ,,M,32.5,-79.75,9/2/82,9,2,1982,142,EST,,,170.9,CALC,,,,,,,adu,30,KG,EST,30,M,REC,RR,,,81855,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82005, ,,M,31.133,-81.367,7/13/83,7,13,1983,64,MEAS,,,77.6,CALC,,,,,,,juv,,,,,M,REC,RR,,,82005,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82006, ,,M,31.133,-81.367,7/13/83,7,13,1983,54,EST,,,65.7,CALC,,,,,,,neo,,,,,F,REC,RR,,,82006,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82007, ,,M,31.133,-81.367,7/13/83,7,13,1983,56,MEAS,,,68.1,CALC,,,,,,,neo,,,,,F,REC,RR,,,82007,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82008, ,,M,31.133,-81.367,7/13/83,7,13,1983,52,EST,,,63.3,CALC,,,,,,,neo,,,,,M,REC,RR,,,82008,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82009, ,,M,31.133,-81.367,7/13/83,7,13,1983,49,MEAS,,,59.7,CALC,,,,,,,neo,,,,,M,REC,RR,,,82009,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82010, ,,M,31.133,-81.367,7/13/83,7,13,1983,56,MEAS,,,68.1,CALC,,,,,,,neo,,,,,M,REC,RR,,,82010,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82011, ,,M,31.133,-81.367,10/21/83,10,21,1983,55,EST,,,66.9,CALC,,,,,,,neo,,,,,M,REC,RR,,,82011,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82383, ,,M,25.9,-80.067,2/18/88,2,18,1988,62.6,CALC,,,76,EST,,,,,,,juv,,,,,U,REC,RR,,,82383,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82590, ,,M,36.817,-75.833,9/1/85,9,1,1985,109,MEAS,,,131.4,CALC,,,,,,,juv,,,,,M,REC,RR,,,82590,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82903, ,,M,30.383,-81.15,4/14/82,4,14,1982,74.3,CALC,,,90,MEAS,,,,,,,juv,2,KG,EST,2,F,REC,RR,,,82903,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82917, ,,M,30.35,-81.283,9/8/83,9,8,1983,61,MEAS,,,74.1,CALC,,,,,,,juv,2,KG,MEAS,2,F,REC,RR,,,82917,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82927, ,,M,29.669,-81.211,5/24/87,5,24,1987,147.9,CALC,,,178,EST,,,,,,,adu,,,,,M,REC,RR,,,82927,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82958, ,,M,30.233,-81.383,7/14/94,7,14,1994,88.6,CALC,,,107,EST,,,,,,,juv,,,,,F,REC,RR,,,82958,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82963, ,,M,30.183,-81.35,7/14/94,7,14,1994,75.2,CALC,,,91,EST,,,,,,,juv,,,,,F,REC,RR,,,82963,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82965, ,,M,30.033,-81.317,8/31/97,8,31,1997,75.2,CALC,,,91,EST,,,,,,,juv,7,KG,EST,7,M,REC,RR,,,82965,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82966, ,,M,30.033,-81.333,8/25/96,8,25,1996,126.2,CALC,,,152,EST,,,,,,,adu,,,,,F,REC,RR,,,82966,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82985,duplicate,,M,30.233,-81.367,5/7/83,5,7,1983,136,MEAS,,,163.7,CALC,,,,,,,adu,,,,,M,REC,RR,,,82985,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,R,,82985,duplicate,,M,30.667,-81.3,6/19/83,6,19,1983,133,MEAS,,,160.1,CALC,,,,,,,adu,,,,,M,COM,LL,,,82985,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82987, ,,M,30.233,-81.383,9/13/86,9,13,1986,94,EST,,,113.5,CALC,,,,,,,juv,,,,,F,REC,RR,,,82987,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82994, ,,M,30.233,-81.383,4/26/83,4,26,1983,50.1,CALC,,,61,EST,,,,,,,neo,,,,,F,REC,BEACH SEINE,,,82994,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82996, ,,M,30.233,-81.383,7/15/83,7,15,1983,152,MEAS,,,182.8,CALC,,,,,,,adu,,,,,F,REC,RR,,,82996,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82997, ,,M,30.667,-81.433,7/18/83,7,18,1983,147,EST,,,176.9,CALC,,,,,,,adu,,,,,F,REC,RR,,,82997,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,82998, ,,M,30.667,-81.433,10/5/86,10,5,1986,126.2,CALC,,,152,EST,,,,,,,adu,41,KG,EST,41,F,REC,RR,,,82998,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83002, ,,M,30.45,-80.433,2/20/82,2,20,1982,91,EST,,,109.9,CALC,,,,,,,juv,9,KG,EST,9,F,REC,RR,,,83002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83035, ,,M,29.917,-80.833,3/19/82,3,19,1982,91,EST,,,109.9,CALC,,,,,,,juv,,,,,M,REC,RR,,,83035,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83038, ,,M,29.917,-80.833,3/19/82,3,19,1982,91,EST,,,109.9,CALC,,,,,,,juv,,,,,M,REC,RR,,,83038,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83039, ,,M,29.917,-80.833,3/19/82,3,19,1982,91,EST,,,109.9,CALC,,,,,,,juv,,,,,M,REC,RR,,,83039,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83041,duplicate,,M,29.917,-80.833,3/19/82,3,19,1982,91,EST,,,109.9,CALC,,,,,,,juv,,,,,M,REC,RR,,,83041,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,R,,83041,duplicate,,M,30.483,-80.867,3/23/82,3,23,1982,79,MEAS,,,95.6,CALC,,,,,,,juv,,,,,M,REC,RR,,,83041,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83048, ,,M,29.917,-80.833,3/19/82,3,19,1982,91,EST,,,109.9,CALC,,,,,,,juv,,,,,M,REC,RR,,,83048,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83049, ,,M,29.917,-80.833,3/19/82,3,19,1982,91,EST,,,109.9,CALC,,,,,,,juv,,,,,M,REC,RR,,,83049,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,CSTP,T,,83064, ,,M,30.017,-80.383,9/5/82,9,5,1982,61,EST,,,74.1,CALC,,,,,,,juv,,,,,M,REC,RR,,,83064,Atlantic_CCL_COASTSPAN.xlsx
